69,21,-84,29
70,1,-69,1
70,31,-75,7
70,13,-73,11
70,11,-73,13
70,7,-75,31
71,2,-12,1
71,5,-14,3
71,8,-24,1
71,3,-26,11
71,15,-28,4
71,11,-26,3
71,18,-36,1
71,11,-38,5
71,2,-36,9
71,5,-38,11
71,1,-70,1
71,5,-74,29
71,47,-80,8
71,29,-74,5
71,55,-76,4
71,11,-76,20
71,9,-72,8
71,20,-76,11
72,1,-71,1
72,21,-75,7
72,49,-75,3
72,7,-75,21
73,1,-72,1
73,37,-74,2
73,61,-80,5
73,67,-84,7
74,3,-15,1
74,1,-73,1
74,17,-83,23
74,51,-87,11
74,3,-75,25
74,11,-87,51
74,23,-83,17
75,11,-14,1
75,17,-26,1
75,4,-28,11
75,19,-38,1
75,9,-42,11
75,29,-40,2
75,11,-42,9
75,1,-74,1
75,17,-78,9
75,71,-88,8
75,9,-78,17
75,4,-76,19
75,36,-84,11
75,8,-80,29
75,11,-84,36
76,1,-75,1
76,31,-79,5
76,23,-89,25
76,7,-77,11
76,25,-89,23
76,5,-79,31
77,1,-76,1
77,7,-82,34
77,26,-78,3
77,34,-82,7
77,6,-78,13
77,17,-82,14
77,39,-78,2
77,14,-82,17
78,13,-17,1
78,1,-77,1
78,25,-85,13
78,31,-91,19
78,53,-81,3
78,19,-91,31
78,13,-85,25
79,5,-20,1
79,13,-22,2
79,20,-40,1
79,8,-44,13
79,5,-40,4
79,13,-44,8
79,1,-78,1
79,13,-88,32
79,49,-96,16
79,32,-88,13
79,61,-84,4
79,7,-82,23
79,5,-80,16
79,23,-82,7
80,1,-9,1
80,9,-27,1
80,11,-33,9
80,1,-79,1
80,19,-85,13
80,37,-87,9
80,73,-91,7
80,9,-87,37
80,13,-85,19
81,1,-80,1
81,33,-84,5
81,25,-86,10
81,41,-82,2
81,10,-86,25
81,5,-84,33
81,55,-84,3
81,11,-84,15
81,17,-100,53
81,71,-90,6
81,53,-100,17
81,15,-84,11
82,1,-81,1
82,11,-87,23
82,23,-87,11
83,4,-11,1
83,2,-11,2
83,16,-22,1
83,13,-24,3
83,21,-42,1
83,39,-48,4
83,3,-42,7
83,12,-48,13
83,1,-82,1
83,4,-84,21
83,69,-90,5
83,39,-96,16
83,28,-84,3
83,12,-84,7
83,15,-90,23
83,13,-86,13
84,9,-11,1
84,3,-11,3
84,19,-29,1
84,7,-31,7
84,1,-83,1
84,37,-89,7
84,9,-87,19
84,5,-85,17
84,19,-87,9
84,7,-89,37
85,1,-84,1
85,58,-98,11
85,43,-86,2
85,11,-98,58
86,1,-85,1
86,17,-93,21
86,5,-89,35
86,11,-95,41
86,25,-89,7
86,29,-87,3
86,7,-89,25
86,41,-95,11
86,35,-89,5
86,21,-93,17
87,22,-44,1
87,11,-44,2
87,38,-48,3
87,19,-48,6
87,1,-86,1
87,67,-92,4
87,8,-88,11
87,57,-96,8
87,79,-98,7
87,59,-90,3
87,19,-94,19
87,56,-112,23
88,1,-87,1
88,43,-99,13
88,73,-95,5
88,41,-111,29
89,10,-30,1
89,5,-30,2
89,1,-88,1
89,41,-96,9
89,10,-90,9
89,9,-96,41
89,5,-90,18
89,37,-102,18
89,45,-90,2
89,18,-102,37
90,1,-89,1
90,61,-93,3
90,13,-91,7
90,37,-105,21
91,23,-46,1
91,5,-48,14
91,7,-48,10
91,35,-48,2
91,10,-48,7
91,14,-48,5
91,1,-90,1
91,5,-94,37
91,40,-96,7
91,8,-96,35
91,7,-96,40
91,37,-94,5
91,85,-104,8
91,17,-100,28
91,29,-98,13
91,4,-92,23
91,13,-98,29
91,28,-100,17
92,1,-91,1
92,13,-101,37
92,11,-95,17
92,3,-93,31
92,17,-95,11
92,37,-101,13
93,21,-32,1
93,7,-32,3
93,9,-34,6
93,27,-34,2
93,6,-34,9
93,3,-32,7
93,1,-92,1
93,27,-96,7
93,26,-98,11
93,77,-100,5
93,11,-98,26
93,7,-96,27
93,47,-94,2
93,65,-110,14
93,13,-98,22
93,89,-108,9
93,22,-98,13
93,14,-110,65
94,1,-93,1
94,85,-105,7
94,19,-95,5
94,17,-99,17
95,6,-24,1
95,3,-24,2
95,24,-48,1
95,31,-52,4
95,29,-56,8
95,3,-48,8
95,1,-94,1
95,31,-104,16
95,73,-100,4
95,16,-104,31
95,3,-96,32
95,19,-110,43
95,59,-108,12
95,43,-110,19
96,1,-95,1
96,39,-99,5
96,65,-109,11
96,15,-99,13
96,65,-99,3
96,13,-99,15
96,11,-109,65
96,5,-99,39
97,2,-14,1
97,1,-96,1
97,11,-106,46
97,38,-110,19
97,23,-106,22
97,49,-98,2
97,22,-106,23
97,19,-110,38
97,46,-106,11
98,11,-33,1
98,3,-35,15
98,5,-35,9
98,15,-35,3
98,1,-97,1
98,43,-103,7
98,29,-113,29
98,7,-103,43
98,81,-105,5
98,63,-117,17
98,9,-99,11
98,17,-117,63
99,3,-6,1
99,1,-10,1
99,3,-12,4
99,4,-20,1
99,16,-24,3
99,19,-26,1
99,23,-28,2
99,25,-50,1
99,8,-56,23
99,4,-52,19
99,43,-54,3
99,1,-98,1
99,32,-112,23
99,4,-100,25
99,23,-112,32
99,67,-102,3
99,19,-104,16
99,12,-108,43
99,16,-104,19
100,1,-99,1
100,29,-103,7
100,43,-123,31
100,7,-103,29
101,13,-16,1
101,10,-18,3
101,1,-100,1
101,13,-112,49
101,30,-114,25
101,51,-102,2
101,25,-114,30
101,49,-112,13
101,34,-102,3
101,41,-104,5
101,31,-106,10
101,6,-102,17
101,10,-106,31
101,5,-104,41
102,23,-35,1
102,1,-101,1
102,23,-105,9
102,97,-117,9
102,9,-105,23
103,10,-12,1
103,5,-12,2
103,17,-22,1
103,8,-24,5
103,26,-52,1
103,17,-64,22
103,2,-52,13
103,34,-64,11
103,1,-102,1
103,25,-110,17
103,79,-108,4
103,17,-110,25
103,67,-112,8
103,19,-106,11
103,8,-104,13
103,11,-106,19
104,1,-103,1
104,29,-109,11
104,5,-105,21
104,11,-109,29
104,15,-105,7
104,13,-111,33
104,3,-105,35
104,33,-111,13
105,1,-104,1
105,21,-114,26
105,13,-114,42
105,53,-106,2
105,42,-114,13
105,26,-114,21
105,71,-108,3
105,46,-110,7
105,14,-110,23
105,91,-114,6
105,23,-110,14
105,7,-110,46
106,1,-105,1
106,43,-109,5
106,25,-111,13
106,23,-113,19
106,19,-113,23
106,13,-111,25
106,5,-109,43
107,3,-18,1
107,11,-20,2
107,12,-36,1
107,3,-36,4
107,7,-38,7
107,11,-40,8
107,27,-54,1
107,37,-62,7
107,9,-60,22
107,41,-56,2
107,22,-60,9
107,7,-62,37
107,1,-106,1
107,43,-126,27
107,49,-114,9
107,4,-108,27
107,9,-114,49
107,27,-126,43
107,99,-120,8
107,31,-110,7
107,72,-120,11
107,8,-112,41
107,11,-120,72
107,7,-110,31
108,1,-107,1
108,51,-117,11
108,89,-115,5
108,11,-117,51
108,97,-119,7
108,33,-117,17
108,73,-111,3
108,17,-117,33
109,1,-108,1
109,26,-122,31
109,10,-110,11
109,31,-122,26
109,22,-110,5
109,13,-112,17
109,55,-110,2
109,17,-112,13
110,1,-109,1
110,69,-135,23
110,37,-111,3
110,23,-135,69
111,1,-5,1
111,4,-10,1
111,9,-15,1
111,16,-20,1
111,12,-24,5
111,7,-28,1
111,4,-30,9
111,9,-30,4
111,25,-38,1
111,35,-42,3
111,5,-38,5
111,15,-42,7
111,28,-56,1
111,17,-58,5
111,9,-60,16
111,4,-56,7
111,16,-60,9
111,5,-58,17
111,1,-110,1
111,17,-116,20
111,25,-114,9
111,7,-112,16
111,9,-114,25
111,20,-116,17
111,67,-128,16
111,27,-126,35
111,45,-114,5
111,85,-116,4
111,5,-114,45
111,35,-126,27
112,1,-111,1
112,19,-123,37
112,49,-117,7
112,47,-129,23
112,7,-117,49
112,37,-123,19
113,1,-112,1
113,57,-114,2
113,38,-114,3
113,6,-114,19
113,93,-120,5
113,109,-130,10
113,15,-120,31
113,37,-132,33
114,1,-113,1
114,33,-117,7
114,21,-117,11
114,77,-117,3
114,11,-117,21
114,7,-117,33
114,23,-115,5
114,19,-129,51
114,55,-125,13
114,91,-135,15
114,13,-125,55
114,51,-129,19
115,22,-30,1
115,11,-30,2
115,29,-58,1
115,8,-60,11
115,53,-64,4
115,11,-60,8
115,1,-114,1
115,73,-134,17
115,103,-126,7
115,17,-134,73
115,4,-116,29
115,32,-120,11
115,16,-128,53
115,11,-120,32
116,13,-39,1
116,19,-43,5
116,1,-115,1
116,47,-119,5
116,9,-123,53
116,19,-129,45
116,9,-117,13
116,45,-129,19
116,53,-123,9
116,5,-119,47
117,1,-116,1
117,37,-124,13
117,59,-118,2
117,13,-124,37
117,79,-120,3
117,29,-140,53
117,101,-126,6
117,53,-140,29
118,1,-117,1
118,47,-127,13
118,19,-123,19
118,13,-127,47
118,97,-125,5
118,79,-131,11
118,7,-119,17
118,11,-131,79
119,30,-60,1
119,14,-64,11
119,6,-60,5
119,11,-64,14
119,10,-60,3
119,7,-62,13
119,2,-60,15
119,13,-62,7
119,1,-118,1
119,55,-150,39
119,71,-140,20
119,39,-150,55
119,24,-120,5
119,11,-128,56
119,91,-124,4
119,56,-128,11
119,3,-120,40
119,28,-124,13
119,77,-128,8
119,13,-124,28
119,8,-120,15
119,52,-124,7
119,73,-132,12
119,7,-124,52
120,3,-5,1
120,1,-11,1
120,27,-41,1
120,9,-41,3
120,3,-41,9
120,1,-119,1
120,27,-129,23
120,29,-127,17
120,113,-135,9
120,17,-127,29
120,23,-129,27
121,1,-120,1
121,7,-124,35
121,49,-124,5
121,37,-126,10
121,83,-138,14
121,61,-122,2
121,14,-138,83
121,10,-126,37
121,5,-124,49
121,35,-124,7
122,1,-121,1
122,39,-135,23
122,83,-147,21
122,23,-135,39
122,109,-133,7
122,13,-125,19
122,41,-123,3
122,19,-125,13
123,31,-62,1
123,47,-64,2
123,53,-66,3
123,59,-70,5
123,1,-122,1
123,4,-124,31
123,113,-136,8
123,47,-128,8
123,12,-132,53
123,83,-126,3
123,20,-140,59
123,101,-130,5
124,1,-3,1
124,11,-13,1
124,5,-25,1
124,1,-123,1
124,25,-135,31
124,41,-141,29
124,29,-141,41
124,31,-135,25
125,14,-42,1
125,17,-46,6
125,19,-44,3
125,2,-42,7
125,3,-44,19
125,6,-46,17
125,1,-124,1
125,11,-128,23
125,81,-150,22
125,63,-126,2
125,22,-150,81
125,23,-128,11
125,18,-126,7
125,27,-132,19
125,17,-134,38
125,9,-126,14
125,38,-134,17
125,19,-132,27
126,1,-125,1
126,55,-131,7
126,5,-129,51
126,11,-131,35
126,25,-139,37
126,17,-129,15
126,31,-135,21
126,85,-129,3
126,21,-135,31
126,15,-129,17
126,37,-139,25
126,35,-131,11
126,51,-129,5
126,7,-131,55
127,2,-16,1
127,8,-32,1
127,19,-36,4
127,32,-64,1
127,19,-72,16
127,41,-68,4
127,16,-72,19
127,1,-126,1
127,13,-138,61
127,41,-136,16
127,29,-142,37
127,97,-132,4
127,37,-142,29
127,16,-136,41
127,61,-138,13
128,21,-27,1
128,7,-27,3
128,1,-127,1
128,23,-133,17
128,25,-135,21
128,37,-131,7
128,49,-145,25
128,43,-129,3
128,25,-145,49
128,7,-131,37
128,21,-135,25
128,17,-133,23
129,29,-44,1
129,37,-46,2
129,34,-50,5
129,10,-50,17
129,1,-128,1
129,9,-132,29
129,121,-144,9
129,29,-132,9
129,65,-130,2
129,37,-138,18
129,115,-140,7
129,18,-138,37
129,41,-152,41
129,86,-142,11
129,5,-130,26
129,11,-142,86
129,23,-136,23
129,17,-150,90
129,13,-130,10
129,90,-150,17
130,1,-129,1
130,11,-139,61
130,13,-137,41
130,41,-137,13
130,61,-139,11
131,15,-18,1
131,5,-18,3
131,25,-34,1
131,4,-36,15
131,5,-34,5
131,20,-36,3
131,33,-66,1
131,15,-72,16
131,25,-68,4
131,16,-72,15
131,13,-70,13
131,5,-68,20
131,3,-66,11
131,20,-68,5
131,1,-130,1
131,64,-144,15
131,25,-136,16
131,55,-154,31
131,33,-132,4
131,31,-154,55
131,16,-136,25
131,15,-144,64
131,11,-132,12
131,43,-142,19
131,52,-140,13
131,5,-134,53
131,3,-132,44
131,53,-134,5
131,13,-140,52
131,19,-142,43
132,1,-131,1
132,31,-137,13
132,89,-135,3
132,13,-137,31
132,19,-133,7
132,17,-151,83
132,21,-147,53
132,83,-151,17
133,1,-132,1
133,58,-138,7
133,14,-138,29
133,67,-134,2
133,29,-138,14
133,7,-138,58
133,109,-140,5
133,82,-158,23
133,59,-148,19
133,127,-150,10
133,19,-148,59
133,23,-158,82
134,15,-45,1
134,5,-45,3
134,1,-133,1
134,53,-153,27
134,9,-141,61
134,5,-135,27
134,61,-141,9
134,27,-153,53
135,34,-68,1
135,7,-76,46
135,17,-68,2
135,46,-76,7
135,58,-72,3
135,13,-74,19
135,29,-72,6
135,19,-74,13
135,1,-134,1
135,23,-152,56
135,87,-144,8
135,56,-152,23
135,8,-136,17
135,39,-138,7
135,103,-140,4
135,7,-138,39
135,91,-138,3
135,52,-148,19
135,29,-144,24
135,19,-148,52
135,107,-168,24
135,13,-138,21
135,131,-154,11
135,21,-138,13
136,1,-135,1
136,55,-139,5
136,11,-139,25
136,55,-161,35
136,121,-147,7
136,35,-161,55
136,25,-139,11
136,5,-139,55
137,1,-136,1
137,33,-144,17
137,11,-142,38
137,3,-138,46
137,38,-142,11
137,17,-144,33
137,23,-138,6
137,19,-142,22
137,57,-162,34
137,69,-138,2
137,34,-162,57
137,22,-142,19
138,31,-47,1
138,43,-51,3
138,1,-137,1
138,27,-153,43
138,9,-141,31
138,113,-145,5
138,31,-141,9
138,43,-153,27
139,35,-70,1
139,53,-72,2
139,7,-70,5
139,41,-80,10
139,1,-138,1
139,4,-140,35
139,127,-152,8
139,53,-144,8
139,5,-140,28
139,20,-140,7
139,85,-170,29
139,40,-160,41
140,1,-139,1
140,33,-153,31
140,7,-145,61
140,13,-151,67
140,93,-153,11
140,3,-141,47
140,11,-153,93
140,67,-151,13
140,61,-145,7
140,31,-153,33
141,1,-140,1
141,19,-144,15
141,11,-150,66
141,43,-146,10
141,121,-150,6
141,10,-146,43
141,66,-150,11
141,15,-144,19
141,95,-144,3
141,57,-144,5
141,33,-150,22
141,30,-174,89
141,71,-142,2
141,89,-174,30
141,22,-150,33
141,5,-144,57
142,1,-141,1
142,41,-145,7
142,43,-151,17
142,13,-143,11
142,17,-151,43
142,7,-145,41
143,1,-12,1
143,7,-14,2
143,4,-24,1
143,8,-28,7
143,9,-36,1
143,9,-42,14
143,5,-40,17
143,23,-38,2
143,16,-48,1
143,29,-52,4
143,32,-56,7
143,5,-50,13
143,36,-72,1
143,29,-78,9
143,4,-72,9
143,9,-78,29
143,68,-80,5
143,8,-76,23
143,20,-80,17
143,23,-76,8
143,1,-142,1
143,9,-150,65
143,16,-144,9
143,65,-150,9
143,85,-160,16
143,19,-170,115
143,109,-148,4
143,115,-170,19
143,127,-154,7
143,32,-152,23
143,17,-146,17
143,23,-152,32
143,43,-166,43
143,13,-150,45
143,117,-150,5
143,45,-150,13
144,1,-143,1
144,57,-153,13
144,5,-145,29
144,13,-153,57
144,113,-165,15
144,19,-151,31
144,97,-147,3
144,31,-151,19
145,1,-144,1
145,34,-150,13
145,46,-158,23
145,26,-150,17
145,73,-146,2
145,17,-150,26
145,23,-158,46
145,13,-150,34
146,3,-21,1
146,5,-23,5
146,1,-145,1
146,65,-169,29
146,17,-167,101
146,3,-147,49
146,101,-167,17
146,29,-169,65
146,47,-165,33
146,15,-159,71
146,59,-149,5
146,141,-165,11
146,5,-149,59
146,71,-159,15
147,3,-7,1
147,12,-14,1
147,4,-14,3
147,3,-14,4
147,7,-19,1
147,21,-26,1
147,3,-26,7
147,7,-26,3
147,28,-38,1
147,7,-38,4
147,4,-38,7
147,33,-50,1
147,3,-50,11
147,12,-52,7
147,4,-52,21
147,7,-52,12
147,11,-50,3
147,37,-74,1
147,7,-76,16
147,47,-86,11
147,67,-80,4
147,11,-86,47
147,16,-76,7
147,1,-146,1
147,27,-150,11
147,44,-172,47
147,4,-148,37
147,47,-172,44
147,11,-150,27
147,16,-160,67
147,64,-152,7
147,27,-156,28
147,137,-162,9
147,28,-156,27
147,7,-152,64
148,1,-147,1
148,23,-151,13
148,121,-155,5
148,13,-151,23
148,73,-163,17
148,41,-153,11
148,37,-169,47
148,11,-153,41
149,6,-30,1
149,14,-34,5
149,2,-30,3
149,5,-34,14
149,1,-148,1
149,17,-168,93
149,46,-182,61
149,43,-152,7
149,25,-150,6
149,7,-152,43
149,61,-182,46
149,93,-168,17
149,50,-150,3
149,14,-166,101
149,25,-160,37
149,21,-156,29
149,75,-150,2
149,29,-156,21
149,37,-160,25
149,101,-166,14
150,19,-23,1
150,1,-149,1
150,19,-161,49
150,37,-169,43
150,49,-189,69
150,101,-153,3
150,69,-189,49
150,43,-169,37
150,49,-161,19
151,38,-76,1
151,5,-78,23
151,11,-82,25
151,2,-76,19
151,25,-82,11
151,23,-78,5
151,1,-150,1
151,23,-156,20
151,25,-164,44
151,97,-160,8
151,44,-164,25
151,20,-156,23
151,8,-152,19
151,11,-164,100
151,61,-154,5
151,115,-156,4
151,5,-154,61
151,100,-164,11
152,17,-51,1
152,3,-53,23
152,33,-61,9
152,23,-53,3
152,1,-151,1
152,11,-161,71
152,19,-167,67
152,27,-159,23
152,9,-153,17
152,23,-159,27
152,67,-167,19
152,71,-161,11
153,25,-32,1
153,29,-34,2
153,5,-32,5
153,13,-38,10
153,1,-152,1
153,25,-170,58
153,131,-162,6
153,58,-170,25
153,77,-154,2
153,50,-170,29
153,103,-156,3
153,29,-170,50
153,122,-198,33
153,26,-174,69
153,22,-154,7
153,69,-174,26
153,21,-168,61
153,73,-164,13
153,11,-154,14
153,13,-164,73
154,1,-153,1
154,7,-159,67
154,59,-167,19
154,37,-161,17
154,5,-155,31
154,17,-161,37
154,19,-167,59
154,67,-159,7
155,39,-78,1
155,59,-80,2
155,13,-78,3
155,47,-84,6
155,1,-154,1
155,4,-156,39
155,8,-160,59
155,141,-168,8
155,12,-156,13
155,52,-156,3
155,47,-168,24
155,31,-166,31
156,35,-53,1
156,5,-53,7
156,25,-63,13
156,7,-53,5
156,1,-155,1
156,45,-171,29
156,25,-161,19
156,45,-159,7
156,35,-159,9
156,23,-181,95
156,49,-163,13
156,5,-159,63
156,145,-171,9
156,63,-159,5
156,13,-163,49
156,95,-181,23
156,9,-159,35
156,7,-159,45
156,19,-161,25
156,29,-171,45
157,1,-156,1
157,62,-166,13
157,139,-168,7
157,13,-166,62
157,151,-176,11
157,26,-166,31
157,79,-158,2
157,31,-166,26
158,1,-157,1
158,71,-189,39
158,29,-161,11
158,129,-165,5
158,11,-161,29
158,39,-189,71
158,43,-165,15
158,65,-175,23
158,13,-163,37
158,3,-159,53
158,37,-163,13
158,23,-175,65
159,10,-40,1
159,5,-40,2
159,17,-42,3
159,31,-48,6
159,40,-80,1
159,51,-84,4
159,5,-80,8
159,47,-88,8
159,12,-84,17
159,68,-84,3
159,11,-82,11
159,15,-90,31
159,1,-158,1
159,51,-168,16
159,121,-164,4
159,16,-168,51
159,93,-180,20
159,47,-176,32
159,5,-160,32
159,32,-176,47
159,155,-180,12
159,48,-168,17
159,107,-162,3
159,17,-168,48
159,124,-180,15
159,44,-164,11
159,60,-180,31
159,11,-164,44
160,1,-159,1
160,41,-193,73
160,19,-163,17
160,7,-161,23
160,17,-163,19
160,73,-193,41
161,2,-18,1
161,7,-20,3
161,3,-20,7
161,18,-54,1
161,26,-58,5
161,10,-58,13
161,2,-54,9
161,13,-58,10
161,5,-58,26
161,1,-160,1
161,70,-166,7
161,10,-166,49
161,65,-174,18
161,13,-164,25
161,26,-174,45
161,73,-168,9
161,5,-164,65
161,14,-166,35
161,81,-162,2
161,35,-166,14
161,65,-164,5
161,9,-168,73
161,45,-174,26
161,25,-164,13
161,18,-174,65
161,49,-166,10
161,7,-166,70
162,1,-161,1
162,31,-185,67
162,11,-175,107
162,129,-189,19
162,17,-167,29
162,109,-165,3
162,29,-167,17
162,19,-189,129
162,107,-175,11
162,67,-185,31
163,31,-42,1
163,37,-44,2
163,7,-46,17
163,19,-52,14
163,41,-82,1
163,7,-90,55
163,4,-84,31
163,55,-90,7
163,77,-90,5
163,11,-86,19
163,8,-88,37
163,19,-86,11
163,1,-162,1
163,17,-184,112
163,31,-168,16
163,7,-166,47
163,41,-164,4
163,47,-166,7
163,16,-168,31
163,112,-184,17
163,20,-180,77
163,35,-170,19
163,32,-176,37
163,11,-172,76
163,133,-170,5
163,76,-172,11
163,37,-176,32
163,19,-170,35
164,1,-163,1
164,55,-165,3
164,145,-175,7
164,109,-189,21
164,33,-165,5
164,11,-165,15
164,29,-173,29
164,37,-179,37
165,17,-20,1
165,37,-56,1
165,9,-60,17
165,47,-58,2
165,17,-60,9
165,1,-164,1
165,41,-182,38
165,18,-174,47
165,113,-200,29
165,9,-168,37
165,81,-180,17
165,83,-166,2
165,17,-180,81
165,37,-168,9
165,29,-200,113
165,47,-174,18
165,38,-182,41
166,1,-165,1
166,67,-169,5
166,13,-177,79
166,103,-185,17
166,37,-175,23
166,23,-175,37
166,17,-185,103
166,79,-177,13
166,5,-169,67
167,42,-84,1
167,21,-84,2
167,14,-84,3
167,6,-84,7
167,1,-166,1
167,127,-172,4
167,107,-176,8
167,21,-168,8
167,101,-180,12
167,56,-168,3
167,7,-168,24
167,97,-192,24
168,1,-13,1
168,5,-15,3
168,1,-167,1
168,21,-177,41
168,29,-199,101
168,161,-187,11
168,101,-199,29
168,41,-177,21
168,113,-171,3
168,73,-173,7
168,23,-181,53
168,137,-175,5
168,53,-181,23
168,7,-173,73
169,1,-168,1
169,31,-172,11
169,19,-180,55
169,5,-170,34
169,55,-180,19
169,11,-172,31
169,17,-170,10
169,13,-176,53
169,22,-194,107
169,85,-170,2
169,107,-194,22
169,53,-176,13
170,19,-57,1
170,7,-59,11
170,11,-59,7
170,1,-169,1
170,47,-175,11
170,41,-193,53
170,9,-177,77
170,7,-173,49
170,67,-179,13
